Complaint_ID;Shipment_ID;Complaint_DateTime;Complaint_Category;Complaint_Reason;Complaint_Channel;Resolved_Flag
CMP-0003222;SHP-2026-0126847;2026-01-24 00:03:11;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0005435;SHP-2026-0217509;2026-11-06 01:46:26;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0004583;SHP-2026-0183227;2026-07-29 19:29:57;Lost Shipment;Shipment not delivered;Chat;TRUE
CMP-0003159;SHP-2026-0123798;2026-02-09 05:22:47;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0003934;SHP-2026-0155954;2026-04-20 05:27:36;Late Delivery;Delivered after promised date;Chat;FALSE
CMP-0004512;SHP-2026-0180589;2026-07-26 08:54:11;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0001499;SHP-2025-0060346;2025-07-07 22:27:35;Failed Delivery;Customer not available;Email;TRUE
CMP-0003660;SHP-2026-0145112;2026-03-30 19:34:37;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005156;SHP-2026-0207008;2026-09-18 00:46:18;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0005979;SHP-2026-0237105;2026-12-24 16:54:34;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0001867;SHP-2025-0074566;2025-09-23 17:57:30;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0005233;SHP-2026-0209721;2026-10-27 20:12:47;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0005432;SHP-2026-0217243;2026-10-27 00:06:04;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0002088;SHP-2025-0084041;2025-11-02 11:28:59;Failed Delivery;Delivery unsuccessful;Phone;FALSE
CMP-0002248;SHP-2025-0090569;2025-11-01 17:38:24;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000019;SHP-2025-0000862;2025-01-23 07:46:04;Late Delivery;Long transit time;Phone;TRUE
CMP-0002359;SHP-2025-0095277;2025-12-04 01:27:01;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0004452;SHP-2026-0178714;2026-08-08 12:07:50;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005601;SHP-2026-0223682;2026-11-10 10:36:50;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0000888;SHP-2025-0035229;2025-05-25 00:22:18;Incorrect Delivery;Other;Phone;TRUE
CMP-0000487;SHP-2025-0019036;2025-03-22 10:45:56;Late Delivery;Long transit time;Email;TRUE
CMP-0005413;SHP-2026-0216593;2026-10-09 01:26:33;Late Delivery;Long transit time;Email;TRUE
CMP-0002075;SHP-2025-0083583;2025-10-28 21:47:19;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0003139;SHP-2026-0122866;2026-01-08 08:46:13;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005982;SHP-2026-0237184;2026-12-14 11:16:18;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001118;SHP-2025-0045451;2025-06-12 18:03:59;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003899;SHP-2026-0154741;2026-04-16 07:48:16;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0005205;SHP-2026-0208627;2026-09-11 20:11:51;Damaged Shipment;Contents damaged;Phone;TRUE
CMP-0005287;SHP-2026-0212064;2026-10-11 20:28:34;Late Delivery;Delivery date repeatedly changed;Phone;FALSE
CMP-0005579;SHP-2026-0222835;2026-11-20 05:08:24;Other;Tracking issue;Email;TRUE
CMP-0005297;SHP-2026-0212520;2026-10-23 22:37:53;Other;Tracking issue;Chat;TRUE
CMP-0002796;SHP-2025-0111262;2025-12-11 00:07:02;Late Delivery;Long transit time;Phone;TRUE
CMP-0004793;SHP-2026-0191837;2026-08-19 14:36:05;Other;Tracking issue;Email;TRUE
CMP-0002269;SHP-2025-0091687;2025-10-30 13:37:03;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0003078;SHP-2025-0120450;2026-01-03 11:54:30;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0000593;SHP-2025-0023538;2025-03-24 07:31:27;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0001123;SHP-2025-0045688;2025-06-17 20:58:19;Failed Delivery;Delivery unsuccessful;Web Form;TRUE
CMP-0004919;SHP-2026-0196821;2026-09-03 14:20:50;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0003345;SHP-2026-0132168;2026-02-27 16:10:26;Lost Shipment;Shipment not delivered;Web Form;TRUE
CMP-0003985;SHP-2026-0158818;2026-05-11 22:54:07;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001351;SHP-2025-0054608;2025-08-01 21:28:42;failed delivery;Delivery unsuccessful;Phone;TRUE
CMP-0003458;SHP-2026-0136482;2026-02-11 12:07:09;Late Delivery;Long transit time;Chat;TRUE
CMP-0002811;SHP-2025-0111629;2025-12-15 07:29:39;Other;Wrong delivery instructions;Chat;TRUE
CMP-0000461;SHP-2025-0018176;2025-03-10 23:44:12;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0003297;SHP-2026-0129880;2026-02-01 12:38:17;Failed Delivery;Customer not available;Email;FALSE
CMP-0003502;SHP-2026-0138073;2026-02-09 23:00:25;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0004900;SHP-2026-0196311;2026-08-24 08:28:21;Late Delivery;Long transit time;Email;TRUE
CMP-0000507;SHP-2025-0019892;2025-03-06 08:43:25;Other;Tracking issue;Phone;TRUE
CMP-0003973;SHP-2026-0158214;2026-06-04 19:57:09;Failed Delivery;Repeated delivery attempt;Phone;FALSE
CMP-0005491;SHP-2026-0219735;2026-10-12 23:46:31;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0002506;SHP-2025-0101282;2025-11-15 05:31:58;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0004693;SHP-2026-0188102;2026-07-24 18:26:35;Other;Other;Chat;TRUE
CMP-0001640;SHP-2025-0066205;2025-09-02 15:57:53;Failed Delivery;Delivery unsuccessful;Phone;TRUE
CMP-0001568;SHP-2025-0063505;2025-08-09 05:26:27;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0002458;SHP-2025-0099341;2025-11-27 14:06:33;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0003200;SHP-2026-0125931;2026-02-10 21:29:11;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005114;SHP-2026-0204716;2026-09-29 12:55:03;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0005496;SHP-2026-0220025;2026-10-24 13:27:43;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0000908;SHP-2025-0036117;2025-06-02 01:21:50;Damaged Shipment;Packaging failure;Phone;TRUE
CMP-0005209;SHP-2026-0208758;2026-09-26 00:54:36;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0002879;SHP-2025-0113845;2025-12-26 20:27:37;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005739;SHP-2026-0228919;2026-11-10 23:41:31;Other;Tracking issue;Phone;TRUE
CMP-0002988;SHP-2025-0117570;2025-12-23 18:27:45;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002557;SHP-2025-0103074;2025-11-19 08:02:02;Other;Tracking issue;Web Form;TRUE
CMP-0003725;SHP-2026-0147633;2026-04-02 07:03:46;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0001233;SHP-2025-0049784;2025-06-22 23:48:06;Incorrect Delivery;Other;Email;TRUE
CMP-0005221;SHP-2026-0209183;2026-10-24 15:27:57;Incorrect Delivery;Other;Web Form;TRUE
CMP-0000157;SHP-2025-0006512;2025-01-09 04:33:08;Incorrect Delivery;Other;Email;TRUE
CMP-0001544;SHP-2025-0062115;2025-07-10 12:22:16;Other;Tracking issue;Email;TRUE
CMP-0004179;SHP-2026-0167003;2026-06-06 08:20:52;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001542;SHP-2025-0061997;2025-07-23 10:21:23;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0002890;SHP-2025-0114101;2025-12-13 11:47:58;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0003213;SHP-2026-0126449;2026-01-15 13:51:25;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004380;SHP-2026-0175625;2026-07-01 00:02:01;Damaged Shipment;Package damaged;Phone;TRUE
CMP-0001659;SHP-2025-0066967;2025-08-26 23:26:25;Incorrect Delivery;Other;Email;TRUE
CMP-0004398;SHP-2026-0176374;2026-06-28 21:25:33;Late Delivery;Long transit time;Email;TRUE
CMP-0001439;SHP-2025-0057972;2025-07-12 22:11:16;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0000292;SHP-2025-0012004;2025-02-25 10:12:17;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0004283;SHP-2026-0171836;2026-06-10 03:31:49;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0003731;SHP-2026-0147863;2026-04-18 01:42:57;Incorrect Delivery;Other;Email;TRUE
CMP-0002560;SHP-2025-0103161;2025-11-29 10:28:50;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0002405;SHP-2025-0097634;2025-11-18 19:30:43;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0002061;SHP-2025-0083315;2025-10-15 02:31:07;Other;Other;Web Form;TRUE
CMP-0001198;SHP-2025-0048226;2025-06-23 01:06:03;Damaged Shipment;Package damaged;Email;TRUE
CMP-0000896;SHP-2025-0035620;2025-05-27 19:55:53;Other;Other;Email;TRUE
CMP-0005991;SHP-2026-0237537;2027-01-02 06:15:34;Other;Tracking issue;Email;TRUE
CMP-0006195;SHP-2026-0243412;2027-01-05 01:41:17;Late Delivery;Long transit time;Email;TRUE
CMP-0001126;SHP-2025-0045813;2025-06-30 23:22:20;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0004723;SHP-2026-0189482;2026-08-07 16:04:11;Late Delivery;Long transit time;Web Form;TRUE
CMP-0004971;SHP-2026-0198987;2026-09-12 04:49:00;Failed Delivery;Delivery unsuccessful;Web Form;TRUE
CMP-0005924;SHP-2026-0235317;2026-12-17 10:45:34;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0000836;SHP-2025-0033092;2025-05-03 19:33:55;Other;Other;Phone;TRUE
CMP-0005131;SHP-2026-0205288;2026-10-05 05:49:32;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001576;SHP-2025-0063697;2025-08-09 20:15:45;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0002034;SHP-2025-0081837;2025-09-17 10:31:21;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0001238;SHP-2025-0050052;2025-06-21 14:05:09;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005853;SHP-2026-0232784;2026-11-23 07:55:10;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001630;SHP-2025-0065692;2025-08-22 05:10:42;Late Delivery;Long transit time;Email;TRUE
CMP-0001408;SHP-2025-0057098;2025-07-09 22:22:33;Incorrect Delivery;Other;Phone;TRUE
CMP-0005310;SHP-2026-0213084;2026-10-27 19:58:56;Failed Delivery;Customer not available;Chat;TRUE
CMP-0006217;SHP-2026-0244180;2026-12-30 11:58:51;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0002998;SHP-2025-0117894;2026-01-02 02:57:56;Lost Shipment;Declared lost;Phone;TRUE
CMP-0003905;SHP-2026-0154873;2026-04-30 20:20:46;Other;Tracking issue;Web Form;TRUE
CMP-0001338;SHP-2025-0054182;2025-08-02 01:27:43;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0006085;SHP-2026-0240408;2026-12-29 13:30:49;Failed Delivery;Customer not available;Chat;TRUE
CMP-0001883;SHP-2025-0075126;2025-09-18 18:04:36;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0001691;SHP-2025-0067917;2025-08-24 10:08:48;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0001295;SHP-2025-0052164;2025-07-06 05:41:23;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0001471;SHP-2025-0059233;2025-07-07 12:19:51;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0006026;SHP-2026-0238628;2026-12-31 13:21:26;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0002319;SHP-2025-0093800;2025-11-27 10:41:23;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0000856;SHP-2025-0033522;2025-04-27 23:12:08;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0001759;SHP-2025-0070275;2025-08-17 14:43:23;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0001947;SHP-2025-0078055;2025-10-06 09:17:50;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0002304;SHP-2025-0093098;2025-10-23 21:49:08;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0004197;SHP-2026-0167981;2026-06-23 18:26:08;Other;Tracking issue;Phone;TRUE
CMP-0003937;SHP-2026-0156057;2026-04-24 23:32:40;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0002936;SHP-2025-0115465;2025-12-15 00:39:05;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0005081;SHP-2026-0203180;2026-09-08 23:25:38;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0001024;SHP-2025-0041410;2025-05-09 10:37:37;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0006050;SHP-2026-0239382;2026-12-28 04:07:22;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0003051;SHP-2025-0119838;2025-12-19 18:35:47;Other;Other;Phone;TRUE
CMP-0003797;SHP-2026-0150319;2026-05-03 23:37:21;Late Delivery;Delivered after promised date;Email;FALSE
CMP-0003225;SHP-2026-0126858;2026-02-01 14:50:05;Other;Other;Phone;TRUE
CMP-0003496;SHP-2026-0137814;2026-02-14 17:04:18;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0000393;SHP-2025-0015820;2025-02-18 07:24:09;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0005921;SHP-2026-0235260;2026-12-24 23:14:31;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000571;SHP-2025-0022570;2025-03-20 09:22:57;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0000195;SHP-2025-0007912;2025-01-07 17:48:17;Other;Wrong delivery instructions;Email;TRUE
CMP-0000501;SHP-2025-0019735;2025-03-08 01:13:48;Other;Tracking issue;Phone;TRUE
CMP-0004122;SHP-2026-0164920;2026-05-16 07:19:21;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0003123;SHP-2026-0122074;2026-01-12 21:51:00;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003239;SHP-2026-0127410;2026-01-13 03:24:28;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0003790;SHP-2026-0149687;2026-04-12 03:16:49;Other;Tracking issue;Web Form;TRUE
CMP-0003462;SHP-2026-0136712;2026-02-10 20:45:02;Late Delivery;Long transit time;Phone;TRUE
CMP-0004042;SHP-2026-0161435;2026-05-19 04:25:20;Lost Shipment;Shipment not delivered;Email;TRUE
CMP-0002351;SHP-2025-0094976;2025-12-04 02:09:27;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0005610;SHP-2026-0223999;2026-11-15 16:48:13;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0003529;SHP-2026-0139076;2026-03-07 06:21:02;Other;Tracking issue;Web Form;TRUE
CMP-0002019;SHP-2025-0081288;2025-09-16 20:53:23;Lost Shipment;No tracking progress;Phone;TRUE
CMP-0004254;SHP-2026-0170765;2026-06-23 07:35:53;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000611;SHP-2025-0024215;2025-04-01 14:23:17;Late Delivery;Long transit time;Email;TRUE
CMP-0001594;SHP-2025-0064642;2025-08-29 06:27:05;Failed Delivery;Customer not available;Phone;TRUE
CMP-0000147;SHP-2025-0006071;2025-02-02 10:31:30;Other;Tracking issue;Email;TRUE
CMP-0000570;SHP-2025-0022561;2025-03-30 06:01:50;Incorrect Delivery;Tracking issue;Chat;TRUE
CMP-0004103;SHP-2026-0163790;2026-05-23 21:55:22;Late Delivery;Long transit time;Email;TRUE
CMP-0005283;SHP-2026-0211970;2026-11-03 14:31:54;Late Delivery;Long transit time;Chat;TRUE
CMP-0004937;SHP-2026-0197721;2026-08-30 04:23:35;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000073;SHP-2025-0002972;2025-01-21 05:52:11;Other;Other;Phone;FALSE
CMP-0004625;SHP-2026-0185291;2026-08-03 08:39:36;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0003328;SHP-2026-0131282;2026-02-08 08:01:40;Late Delivery;Long transit time;Email;TRUE
CMP-0001565;SHP-2025-0063461;2025-08-20 00:03:48;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0002529;SHP-2025-0102128;2025-11-07 13:36:08;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0005768;SHP-2026-0229889;2026-11-08 18:27:56;Other;Other;Web Form;TRUE
CMP-0005227;SHP-2026-0209436;2026-10-08 14:57:41;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000709;SHP-2025-0028398;2025-04-11 23:33:09;Late Delivery;Long transit time;Email;TRUE
CMP-0000885;SHP-2025-0035139;2025-05-11 00:46:56;Other;Other;Phone;FALSE
CMP-0001806;SHP-2025-0072078;2025-08-30 05:09:26;Other;Other;Web Form;TRUE
CMP-0002123;SHP-2025-0085387;2025-10-24 00:06:52;Late Delivery;Long transit time;Email;TRUE
CMP-0004261;SHP-2026-0171010;2026-06-11 22:50:59;Incorrect Delivery;Other;Web Form;TRUE
CMP-0002940;SHP-2025-0115653;2026-01-02 23:28:28;Incorrect Delivery;Other;Phone;TRUE
CMP-0004941;SHP-2026-0197841;2026-08-16 17:42:06;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0001444;SHP-2025-0058121;2025-07-13 16:23:34;Late Delivery;Long transit time;Email;TRUE
CMP-0003911;SHP-2026-0154945;2026-04-05 04:03:40;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000119;SHP-2025-0004789;2025-01-23 05:11:46;incorrect delivery;Other;Phone;TRUE
CMP-0004426;SHP-2026-0177768;2026-06-24 05:25:50;Late Delivery;Long transit time;Email;TRUE
CMP-0002311;SHP-2025-0093394;2025-10-19 06:53:11;Other;Wrong delivery instructions;Phone;TRUE
CMP-0001079;SHP-2025-0043569;2025-05-19 02:06:37;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0001766;SHP-2025-0070570;2025-08-20 04:36:22;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0001624;SHP-2025-0065540;2025-08-18 07:34:14;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000886;SHP-2025-0035159;2025-05-22 02:28:16;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0001462;SHP-2025-0058887;2025-08-09 16:16:39;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0001222;SHP-2025-0049134;2025-06-08 18:50:25;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0001664;SHP-2025-0067145;2025-08-07 16:03:50;Late Delivery;Long transit time;Phone;TRUE
CMP-0003789;SHP-2026-0149666;2026-04-30 06:06:08;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005004;SHP-2026-0200179;2026-09-19 01:00:28;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0003952;SHP-2026-0157236;2026-05-01 01:47:48;Late Delivery;Long transit time;Email;TRUE
CMP-0001865;SHP-2025-0074473;2025-09-15 12:44:57;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0003358;SHP-2026-0132746;2026-02-18 03:52:55;Other;Other;Web Form;FALSE
CMP-0001329;SHP-2025-0053836;2025-07-13 10:07:03;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0001384;SHP-2025-0055974;2025-07-16 05:37:37;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004475;SHP-2026-0179547;2026-07-12 09:53:20;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0002774;SHP-2025-0110651;2025-12-28 18:40:28;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0000085;SHP-2025-0003331;2025-01-15 03:25:22;Late Delivery;Long transit time;Email;FALSE
CMP-0002445;SHP-2025-0098929;2025-11-26 02:39:40;Late Delivery;Long transit time;Email;TRUE
CMP-0002786;SHP-2025-0110998;2025-12-29 23:11:39;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005975;SHP-2026-0236971;2026-12-24 15:01:55;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0004245;SHP-2026-0170434;2026-07-04 07:39:56;Late Delivery;Long transit time;Email;TRUE
CMP-0005927;SHP-2026-0235331;2026-12-10 12:16:09;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0000496;SHP-2025-0019527;2025-03-16 23:51:38;Other;Other;Phone;TRUE
CMP-0001698;SHP-2025-0068151;2025-08-10 04:54:33;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0004831;SHP-2026-0193650;2026-08-18 03:59:30;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003085;SHP-2025-0120654;2025-12-13 16:20:34;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0002710;SHP-2025-0108727;2025-12-13 13:44:44;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004929;SHP-2026-0197413;2026-08-11 07:33:47;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002289;SHP-2025-0092432;2025-10-25 01:48:11;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0006070;SHP-2026-0239969;2026-12-22 11:44:20;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0006132;SHP-2026-0241429;2027-01-06 14:33:25;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003036;SHP-2025-0119447;2025-12-10 09:39:58;Late Delivery;Long transit time;Email;TRUE
CMP-0004127;SHP-2026-0165032;2026-05-08 23:54:00;Incorrect Delivery;Other;Email;TRUE
CMP-0003522;SHP-2026-0138821;2026-03-20 11:01:21;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0001773;SHP-2025-0070709;2025-08-12 22:36:39;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0003006;SHP-2025-0118131;2025-12-27 22:31:00;Other;Tracking issue;Phone;TRUE
CMP-0004992;SHP-2026-0199746;2026-10-06 09:34:36;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0001013;SHP-2025-0041056;2025-05-28 06:46:50;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0005833;SHP-2026-0231970;2026-11-15 11:33:49;Late Delivery;Delivery date repeatedly changed;Email;FALSE
CMP-0005189;SHP-2026-0208284;2026-09-30 03:09:05;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005618;SHP-2026-0224443;2026-11-20 03:42:36;Failed Delivery;Returned to sender;Email;TRUE
CMP-0000653;SHP-2025-0025695;2025-04-19 14:00:28;Other;Tracking issue;Web Form;TRUE
CMP-0004432;SHP-2026-0177856;2026-07-02 13:57:48;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0000024;SHP-2025-0001163;2025-01-20 21:27:08;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004612;SHP-2026-0184606;2026-08-03 19:21:32;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005385;SHP-2026-0215421;2026-10-06 14:00:28;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0004710;SHP-2026-0188610;2026-08-08 09:29:02;Failed Delivery;Delivery unsuccessful;Phone;TRUE
CMP-0003405;SHP-2026-0134578;2026-02-08 16:17:26;Other;Tracking issue;Web Form;TRUE
CMP-0003552;SHP-2026-0140041;2026-03-16 14:25:24;Incorrect Delivery;Tracking issue;Email;TRUE
